reviews,stars,dates
"  Parabéns a Amazon pelo produto, atende todos os pré-requisitos gostei muito e pretendo comprar outro para mim a TV a velocidade deste processador é muito superior aos próprios smart TV sem comparação gostei muito parabéns nota 10",5,2021-12-01
"  Fiquei impressionado com a rapidez e funcionalidade do produto, melhor do que muita TV que vem com sistema nativo.",5,2021-09-12
  gostei muito do fire tv stick uso para ver series e filmes e ouvir musicas melhor compra ate aqui ficou melhor ainda quando fiz assinatura amazon prime video com os novos lançamento de filmes que vem agora em janeiro de 2022 shom,5,2021-12-31
"  Muito bom, simples de instalar, tem uma boa variedade de apps",5,2022-02-22
"  Transformou minha smartTV que de smart não tinha nada (apps fechados) em uma experiência excepcional....sem falar na Alexa, que é uma experiência aparte. Recomendadissimo",5,2021-12-14
"  Excelente. Infelizmente não consegui usar o volume do controle remoto mas creio que o problema é da TV que já é um pouco velha e de marca ruim. Acredito que se fosse uma TV de boa marca e mais nova, tudo funcionaria normalmente.",4,2022-02-20
"  Tenho uma TV Philco que não é smart e fiquei receosa de não funcionar devido alguns comentários, aqui instalamos rapidamente e funciona de forma incrível. Valeu muito a pena investir nesse produto.",5,2022-01-16
"  Amei, funcional, prático e tem muitos streams. Só falta HBO e Globo Play e falta a função de dar pra desligar a TV através de um dispositivo Echo. Se eu digo pra Echo desligar o fire stick ela não consegue fazer isso.",5,2021-08-18
"  Embora não seja totalmente compatível com algumas tvs da Philco, é uma das melhores opções do mercado para transformar uma tv normal em uma smart tv. Possui um sistema fluido, com navegação rápida e fácil de utilizar.",5,2021-12-07
"  Excelente investimento caso vc queria uma tv com melhor desenvolvimento smart sem precisar ter que comprar uma tv nova. Recomendo a qualquer um, roda todos os principais aplicativos, até VIKI.",5,2022-02-07
"  Nossa, excedeu minhas expectativas! Muito bom! Só não tem HBO Max ainda, mas é provável que chegue daqui um tempo porque o app é muito recente ainda. Tudo certo!",5,2021-10-07
  O produto funcionou muito bem nas minhas TVs. A configuração foi super fácil. Recomendo a compra.,5,2021-12-07
  A Alexa faz diferença positivamente para a experiência com o Fire TV Stick. Fácil de instalar e usar. Funcionamento excelente.,5,2021-12-30
"  Essa imagem de divulgação contém propaganda falsa, já quer o Telecine não está disponível para baixar na loja de apps. Além de que, pq vcs ainda não disponibilizaram o Globoplay? Acho que essas são as minhas únicas reclamações.",4,2021-12-17
"  Decepcionada com o fire TV stick, Alexa não desliga a TV, não consigo baixar o aplicativo da Disney pelo fire TV stick, dá falha na compra, fiz assinatura pelo aplicativo Bradesco, baixei no meu celular é na TV LG do meu filho.",3,2021-07-06
"  Tirando o fato que o controle veio com um defeito no botão do mudo(click duplo) o aparelho é ótimo.  Veio muito bem embalado, esperava ser um pouco mais fluido o sistema mas nada que comprometa a navegação. Por isso 4 estrelas.",4,2021-09-07
"  Entrega muito rápida do produto. Instalação muito fácil e intuitiva. O equipamento funciona muuuuito bem. A qualidade dos aplicativos é excelente. Enfim, muito contente com o equipamento.",5,2021-09-09
"  Muito fluido! Responde muito rápido! Se sua tv é lenta para rodar aplicativos, está aí uma ótima pedida, além de conversar muito bem com a alexa. Nunca mais procuro controle p pausar e dar play em filme rs.",5,2021-12-18
"  Gostei bastante, pois minha TV é antiga e não era smart tv. A instalação foi bem fácil, achei só um pouco lento o sistema deu uns legs ao sair de app e abrir outro. Mas tirando isso estou gostando bastante.",4,2021-12-08
"  Muito fácil de instalar, funcionou perfeitamente em minha tv, mas em duas semanas estragou e a Amazon não quis mandar outro aparelho pois  comprei em uma promoção e apenas poderiam fazer o reembolso.",1,2021-12-17
"  Produto simples, fácil e prático de usar.A integração com Alexa é boa e o controle é bem responsivo.As configurações são simples de aplicar.É muito melhor do que eu esperava, recomendo este produto.",5,2022-02-06
"  Lamentável não ter o aplicativo da Globoplay e outros já disponíveis em vários outros setup box.Os jeitinhos apontados na internet nem sempre funcionam, única coisa que informam é que em que aguardar.",2,2022-03-03
"  Muito bacana, interface interativa, fácil manuseio, o controle tbm serve para a televisão, assim não preciso usar os dois controles ao mesmo tempo. Bem prático.",5,2022-02-19
"  Produto muito top! Fácil instalação e ótima interação com a Alexa. Responde muito bem aos comandos, tanto no controle, como na própria Alexa! Super recomendo!!!",5,2022-01-07
"  Funciona muito bem. Ter os controles de volume no mesmo controle melhora muito a experiência do uso em relação ao modelo anterior, principalmente para crianças.",5,2021-11-16
"  Produto ótimo, ele teve alguns problemas para responder direto da Alexa no começo mas foi resolvido facilmente.Único contra que encontrei é não ter o aplicativo HBO Max padrão na loja de apps.Aplicativo bem rápido.",4,2022-02-07
"  Pontos negativos :Orientação em instalar o app da Disney, sendo obrigada a ligar pra vocês obter informações sobre o uso .Não gostei do controle remoto,Muito difícil de abrir para colocação das pilhas .",4,2021-08-02
"  produto muito fácil de instalar, apenas achei bem grande a caixinha de energia, aguardo novas atualizações para obter o hbo max na loja oficial, super recomendo",5,2021-12-05
"  Fácil de usar e funciona muito bem.Sistema fluido, apenas não consegui instalar o HBO Max.",5,2021-12-23
"  De modo geral estou satisfeito, mas acredito que entre os aplicativos disponíveis, poderia ter o globo play.  Além disso, a tela de apresentação e onde baixamos os aplicativos poderiam ser com locais e acessos mais  intuitivo.",4,2022-02-23
"  Muito fácil de utilizar, a instalação também. Estou adorando poder acessar sem ficar passando por várias telas!! Alexa é tudo de bom. Aliás minha casa não  é inteligente.! Rsrsrsrsrsrs.",5,2021-07-06
  Muiiiiiito bom! Essa versão onde é possível controlar o vol da TV ficou perfeita! E de quebra ganhei a Alexa! Vale muito a pena!,5,2021-05-17
"  Gosteiii da integração que a Alexa tem com o sitema, é tudo muito fluido e rápido. Logicamente tem uns travamentos quando liga, mas alguns minutos depois fica extremamente rápido. Irei adquirir mais produtos Amazon no futuro.",5,2021-08-17
  Me agradou muito a compra deste fire stick. A interação com a minha tv melhorou pois agora com comandos de volume e ligar e desligar a tv muito facil. Compre sem medo.,5,2021-11-28
"  Excelente produto , comprei pra Usar no meu Projetor E Ficou Sensacional muito bom MesmoControle Via Bluetooth , ótima Conexão , imagens Perfeitas E App Muito Fluido Podem Comprar Sem Medo",5,2021-12-26
"  Boa tarde!Baixei o app DEEZER e quando coloco para tocar as músicas logo que termina ele pára e a TV fica apagada, aí tenho que apertar play novamente.Como faço para manter a playlist tocando sem interrupções?Obrigada!",4,2021-12-16
"  O aparelho é fácil de configurar e de utilizar ( ainda mais comparando com o Chromecast 1 que tenho). Porém, não estão disponíveis os apps da Hbo Max e canais globo, o que deixa a experiência um tanto frustrante e incompleta.",3,2021-12-03
  Controle não reconhece a TV PhilipsModo Home Theather trava o Fire TVPior experiência até o momento com a Amazon,1,2021-12-09
"  A melhor compra. Só tem um detalhe que não gostei, o entregador não efetuou a entrega em mão, simplesmente jogou o pacote no meu quintal, se não fosse o vizinho me alertar não saberia.Mas o produto é realmente ncrivel.",3,2021-05-08
"  Simplicidade na instalação e platico no uso.Mas de pois de alguns dias de uso o controle remoto com a Alexa parou de funcionar, segui os procedimentos de recente do contre mas o  mesmo não voltou  a funcionar.",5,2022-02-01
"  Após inúmeras atualizações, na sua última reinicialização o Sistema parou n tela de incialização. Apesar de fazer todos os procedimentos prescritos no faq  e fazer o vídeo de demonstração até agora não resolveram!",1,2022-02-27
"  A função de controle de volume é excelente, e o volume não é no dispositivo e sim na própria tv que torna ele excelente.. OBS apenas 1 ponto negativo, não funciona globo play.",4,2022-03-01
"  Ótimo produto, o controle remoto e a função Alexa funcionam bem.",5,2021-09-06
"  Veio com atraso, mas não foi por causa disso que dei essa nota nota, dei essa nota pela transportadora ter entregue a caixa amassada por sorte não atrapalhou o desempenho do produto, pesso que melhore a qualidade de entrega.",3,2022-03-09
"  Melhor que a versão anterior. Não tinha nenhum problema com esta nova versão, que se mostrou prática e completa.",5,2021-06-16
  Superou minhas expectativas em todos os quesitos. Desde a embalagem até a qualidade do sinal. Minha televisão fica em um lugar ruim de sinal wi-fi mas o firestick não teve dificuldades em acessar a rede.,5,2021-12-14
"  Chegou rapido e com pilhas imbutidas da propria Amazon, achei top kkkk, funcionando perfeitamente e bem intuitivo, agora a minha tv antiga ficou moderna 🥰",5,2021-06-17
"  Achei o equipamento perfeito. Fluído, rápido e com possibilidade de instalar praticamente todos os apps que roda no Android. Vou juntar dinheiro para comprar mais um.",5,2022-02-03
"  Recomendo bastante, com controle remoto e alexa, se vc tem uma televisão velha vai te atender bastante, super rapido.",5,2021-12-20
"  O aparelho é muito bom, mas falando dos aplicativos disponíveis para instalação, falta o GloboPlay e o HBO Max por exemplo. Para ver os programas de TV, filmes e séries desses dois apps preciso utilizar o Google Chromecast.",5,2021-10-12
"  Muito bom, fácil instalação, não esquenta e nem trava, controle remoto bonito, integração com Alex, me surpreendeu, entrega muito rápida, entregou 2 dias antes do dia marcado",5,2021-10-10
"  O Produto funciona muito bem, tem uma ótima integração com a alexa, mas o botão de desligar não funciona. Além disso estou esperando chegar o app da HBO Max.",4,2021-09-13
  Qualidade de imagem e som amplificados além do excelente controle completo.,5,2021-05-14
"  Foi muito bom ter comprado, transformou a TV em smart, me deu um controle para a TV (Eu não encontrava o controle da minha nas lojas e Internet). Além de conectar na alexa e permitir instalar apps nele.",5,2021-12-07
"  O dispositivo é péssimo, não comprem. Fica travando com filmes e não volta mais, aí tem que forçar o reinício dele. Não consigo assistir nenhum filme da Disney ou Netflix até o final. Extremamente decepcionado com a compra",1,2021-09-24
"  O Fire TV é muito legal. Chegou muito rápido, me surpreendeu. Navegação rápida com interface interativa e legal. Porém não controlou a TV Philco e o áudio só funcionou depois de usar a função PCM em configurações de áudio.",5,2022-01-21
  Superou minhas expectativas. O produto é excelente. Melhor do que eu imaginava. Já to recomendando pra diversas pessoas. Vale muito a pena.Melhor do que qualquer Smart embarcada em TV.O Sistema da Amazon é TOP.,5,2022-02-05
"  Funcionando perfeitamente, recomendo. Sobre o HBO Max, será questão de tempo. O Star+ já foi confirmado que funcionará no Fire TV. A instalação e configuração é bem simples.",5,2021-07-21
"  Positivo: Oferece realmente uma experiência de smart TV, o controle consegue interagir com algumas funcionalidades nativas da TV.Negativo: O sistema não é fluido, pode-se notar alguns ""engasgos"" durante a utilização.",5,2022-01-04
"  Gostei muito do equipamento.  Dá pra baixar Directv Go, Spotfy,  Pluto tv, e os outros principais como Disney,  Netflix, Prime, YouTube.Nao uso a Alexa. E nao posso comentar sobre",5,2022-01-21
"  Esse é o melhor aparelho que conheço para streaming, super facil de usar sem conta que você tem a alexa que pode encontra tudo o que você deseja sem precisar ficar digitando na aba de procura",5,2021-06-06
  Olha um dos melhores equipamentos q já comprei pois corresponde com tudo q eles falam total integração com equipamentos inteligentes da casa muito bom mesmo,5,2021-06-27
